scenario,model,n,n_hosts,n_segments,common_review_threshold,roc_auc,average_precision,brier_score,log_loss,expected_calibration_error_10_equal_width_bins,mean_predicted_probability,observed_target_share,precision_top_quarter
extended_property_only,logistic,3873,1726,14,30,0.6071155904086354,0.3098296254508319,0.18685328527475176,0.5574317624567976,0.03927332206236611,0.25150893234850175,0.2532920216886135,0.30959752321981426
extended_property_only,random_forest,3873,1726,14,30,0.6395887350672458,0.3499323114109318,0.18131594811274154,0.5442118654390103,0.016277351411440915,0.24977928007466282,0.2532920216886135,0.3735810113519092
extended_property_only,hist_gradient_boosting,3873,1726,14,30,0.6474905993968387,0.35934180119923254,0.1820982226408163,0.5459719018339895,0.034745195295857685,0.2456292304195562,0.2532920216886135,0.38183694530443757
extended_property_only,hist_gradient_boosting_sigmoid,3873,1726,14,30,0.6367304864345102,0.3547847793002774,0.18165023281942172,0.545597233314479,0.021926007809820368,0.24959609692065068,0.2532920216886135,0.37770897832817335
extended_operating_controls,hist_gradient_boosting,3873,1726,14,30,0.7492897557041605,0.4852800542537494,0.1623564327387642,0.4909901699203026,0.022209083899708628,0.2520930566761593,0.2532920216886135,0.4850361197110423
extended_operating_controls,hist_gradient_boosting_sigmoid,3873,1726,14,30,0.7466750697555068,0.48403201835685294,0.16294006950122866,0.4936945673520848,0.030768129678683944,0.24668437623433828,0.2532920216886135,0.48297213622291024
