fold,roc_auc_segment_rate,average_precision_segment_rate,brier_score_segment_rate,roc_auc_model,average_precision_model,brier_score_model,roc_auc_difference,average_precision_difference,brier_score_difference,scenario,model,baseline_comparison_note
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.7952196824527786,0.4561659357298603,0.1417183908674525,0.1113240259147733,0.12939608514600132,-0.0190864583358778,operating_controls,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.7223368503860939,0.5009066266574396,0.2038131037826302,0.15021771683699892,0.12675006125389487,-0.018653286486984166,operating_controls,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.7695275738754,0.529211853439711,0.17440640767921087,0.08786487614464933,0.10142996692875239,-0.02885351048087309,operating_controls,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.6108725728734317,0.2390776378790633,0.17013082189581963,0.06407137064071378,0.026971776113743767,0.007473799171180101,operating_controls,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.6974396470930421,0.37547320354503116,0.16628920049575838,0.13563649290631175,0.11938786684963204,-0.014696773881141961,operating_controls,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.7816577698695137,0.4615052393604582,0.14384443754490686,0.09776211333150842,0.13473538877659919,-0.016960411658423435,operating_controls,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.6894308999192619,0.4791488556926903,0.2079565214353586,0.11731176637016694,0.10499229028914558,-0.014509868834255785,operating_controls,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.8170770628237546,0.605184604487115,0.16850776634963632,0.13541436509300386,0.17740271797615637,-0.034752151810447635,operating_controls,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.628393206430991,0.2707015941532833,0.15898025084004452,0.08159200419827306,0.058595732387963784,-0.0036767718845950037,operating_controls,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.683531008628769,0.3853733853330849,0.16677060325382015,0.12172785444203871,0.12928804863768578,-0.01421537112308019,operating_controls,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.6499566566292545,0.3081529134534032,0.16591152622270278,-0.03393899990875082,-0.018616937130455813,0.00510667701937248,extended_property_only,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.642005893191087,0.4040478755201574,0.21732184649307443,0.06988675964199209,0.029891310116612724,-0.005144543776539945,extended_property_only,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.6117153168192865,0.3760322679054392,0.20874271114788615,-0.06994738091146424,-0.05174961860551941,0.0054827929878021875,extended_property_only,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.5585074662468393,0.26310851338614694,0.1596620346607069,0.011706264014121448,0.0510026516208274,-0.002994988063932641,extended_property_only,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.604668260996025,0.28406171799872865,0.17959974827234074,0.04286510680929467,0.027976381303329523,-0.0013862261045596014,extended_property_only,logistic,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.6995905192079569,0.38272508571494074,0.15776189208056857,0.01569486266995157,0.05595523513108175,-0.0030429571227617302,extended_property_only,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.5979587752651591,0.4117199510624033,0.2214990179274533,0.02583964171606412,0.037563385658858583,-0.0009673723421610714,extended_property_only,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.7209756217317655,0.45242474040586,0.1924556268934679,0.039312924001014826,0.024642853894901395,-0.010804291266616056,extended_property_only,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.5936799293926817,0.25896629091015577,0.15555451206468182,0.04687872715996377,0.046860429144836235,-0.007102510659957706,extended_property_only,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.6153007142164626,0.304046712119196,0.17534473793073377,0.05349756002973227,0.04796137542379686,-0.00564123644616657,extended_property_only,random_forest,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.6906994251300301,0.3876717212724179,0.15783512157404564,0.006803768592024806,0.0609018706885589,-0.0029697276292846575,extended_property_only,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.6400598980077703,0.44080705996216446,0.21818686403567103,0.06794076445867536,0.06665049455861977,-0.004279526233943343,extended_property_only,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.6915154788500724,0.44582518898124784,0.19703463985264105,0.00985278111932164,0.018043302470289235,-0.006225278307442905,extended_property_only,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.6037700968465245,0.2647772887530295,0.15795347367547805,0.05696889461380661,0.05267142698770999,-0.004703549049161482,extended_property_only,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.6339761820120867,0.31924861777470337,0.17582117019439936,0.0721730278253564,0.06316328107930425,-0.005164804182500982,extended_property_only,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.6906994251300301,0.3876717212724179,0.16143966362583978,0.006803768592024806,0.0609018706885589,0.0006348144225094832,extended_property_only,hist_gradient_boosting_sigmoid,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.6400598980077703,0.44080705996216446,0.2178984940453612,0.06794076445867536,0.06665049455861977,-0.0045678962242531596,extended_property_only,hist_gradient_boosting_sigmoid,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.6915154788500724,0.44582518898124784,0.2005629718039268,0.00985278111932164,0.018043302470289235,-0.002696946356157165,extended_property_only,hist_gradient_boosting_sigmoid,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.6037700968465245,0.2647772887530295,0.1519240069798291,0.05696889461380661,0.05267142698770999,-0.01073301574481042,extended_property_only,hist_gradient_boosting_sigmoid,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.6339761820120867,0.31924861777470337,0.17311221066642657,0.0721730278253564,0.06316328107930425,-0.007873763710473769,extended_property_only,hist_gradient_boosting_sigmoid,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
0,0.6838956565380053,0.326769850583859,0.1608048492033303,0.8054966237795419,0.5020208966176394,0.13714783357623703,0.12160096724153657,0.1752510460337804,-0.02365701562709327,extended_operating_controls,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
1,0.5721191335490949,0.3741565654035447,0.22246639026961437,0.7364936203101171,0.5663241734131337,0.19382080641881252,0.16437448676102218,0.19216760800958899,-0.028645583850801848,extended_operating_controls,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
2,0.6816626977307507,0.4277818865109586,0.20325991816008396,0.8140410314323357,0.5853937871511598,0.16336404157346374,0.13237833370158503,0.15761190064020114,-0.03989587658662022,extended_operating_controls,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
3,0.5468012022327179,0.21210586176531954,0.16265702272463953,0.6712823815657649,0.3630361143589733,0.15083786109371697,0.12448117933304703,0.15093025259365378,-0.011819161630922559,extended_operating_controls,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
4,0.5618031541867303,0.2560853366953991,0.18098597437690034,0.7143618912193387,0.43274563170361324,0.1627763864297545,0.15255873703260836,0.17666029500821412,-0.018209587947145833,extended_operating_controls,hist_gradient_boosting,Paired descriptive differences on the same validation rows and folds; these are not significance tests.
