m,idx
01,1.21643696883255
02,1.03888124636042
03,1.25238967330301
04,1.03333136409287
05,0.909998396475622
06,0.783525896918701
07,0.881357763167889
08,0.82521077905966
09,0.83947033057921
10,1.02138088767734
11,1.10572289410831
12,1.09229379942442
